"","X","Date","Infl_d","BOT_d","Yield_d","FER_d","Int_d","PrimeRate_d","X1Y_Yield_d","GDPG_d","CA_d","FDI_d","Country.x","Infl_f","BOT_f","Yield_f","FER_f","Int_f","PrimeRate_f","GDPG_f","CA_f","FDI_f","Country.y","Exchange","Exchange_fut","Pct_Chg","X1Y_Yield_f"
"266",266,"1973-04-01",4.6,-115,6.73,13201,6.75,6.3,10.2,145,631,267783.54140892,"usa",8.66,57.15,NA,18125,4.25,7.7,-25327796.4942683,791324748.708158,-219.353139414559,"japan",261.9014,302.5365,0.155154191615623,-7469.88665765645
"270",270,"1973-04-01",4.6,-115,6.73,13201,6.75,6.3,10.2,145,631,267783.54140892,"usa",NA,NA,NA,18900,NA,NA,-305.5,100996,4774293.99723868,"mexico",NA,NA,NA,-140735.690788941
"271",271,"1973-05-01",5.1,163,6.7,13173,7.25,6.61,9.36443174981734,387.458103226271,732.20986878409,263859.589917206,"usa",2,-152.65,NA,814.5,NA,NA,1145594.57885714,101474.828424249,10279434.8401593,"korea",NA,NA,NA,3.85582218292657
"272",272,"1973-05-01",5.1,163,6.7,13173,7.25,6.61,9.36443174981734,387.458103226271,732.20986878409,263859.589917206,"usa",6.5,328,NA,5907.3,NA,6.5,-420.589340480776,387461.504205875,795449.902766399,"canada",1.0007,0.9957,-0.00499650244828609,2.21800923530899
"275",275,"1973-05-01",5.1,163,6.7,13173,7.25,6.61,9.36443174981734,387.458103226271,732.20986878409,263859.589917206,"usa",9.09,3.95,NA,16834,5,7.7,-24821200.8053004,782922784.301162,-185.832703686711,"japan",265.4914,303.5605,0.143391085360957,-7236.70671916166
"279",279,"1973-05-01",5.1,163,6.7,13173,7.25,6.61,9.36443174981734,387.458103226271,732.20986878409,263859.589917206,"usa",NA,NA,NA,18800,NA,NA,-318.371743552543,110392.990267624,4735049.21696933,"mexico",NA,NA,NA,-139038.001570416
"281",281,"1973-06-01",5.5,-113,6.93,13185,8.25,7.01,7.43107930172731,571.580854275597,813.950424921681,259974.159125947,"usa",2.2,-139.5,NA,863.1,NA,NA,1105745.46078539,78477.4560569293,10218065.056999,"korea",NA,NA,NA,3.60712329179286
"282",282,"1973-06-01",5.5,-113,6.93,13185,8.25,7.01,7.43107930172731,571.580854275597,813.950424921681,259974.159125947,"usa",6.9,239,NA,5949.7,NA,7,-395.44726791874,375928.220027957,789114.814608487,"canada",1.0008,0.9889,-0.011890487609912,1.62710184207832
"285",285,"1973-06-01",5.5,-113,6.93,13185,8.25,7.01,7.43107930172731,571.580854275597,813.950424921681,259974.159125947,"usa",11.02,-108.55,NA,15869,5,8,-24321403.2636299,774580496.980674,-155.75173661041,"japan",264.6505,304.3795,0.150118741510029,-7008.42207738658
"289",289,"1973-06-01",5.5,-113,6.93,13185,8.25,7.01,7.43107930172731,571.580854275597,813.950424921681,259974.159125947,"usa",NA,NA,NA,18200,NA,NA,-344.528258531683,112317.03391753,4696020.08920976,"mexico",NA,NA,NA,-137354.019350813
"291",291,"1973-07-01",6,-18,6.94,13183,8.25,7.49,4.6,873,835,256127.059035141,"usa",1.4,-103.94,NA,899.8,NA,NA,1066829.03190586,58814,10156940.018651,"korea",NA,NA,NA,3.7
"294",294,"1973-07-01",6,-18,6.94,13183,8.25,7.49,4.6,873,835,256127.059035141,"usa",7.8,303,NA,5860.4,NA,7.75,-415,364625.880939855,782813.450647804,"canada",0.9984,0.9795,-0.0189302884615384,1.03
"296",296,"1973-07-01",6,-18,6.94,13183,8.25,7.49,4.6,873,835,256127.059035141,"usa",10.99,-95.7,NA,15200,5.5,8,-23828357.9618492,766297674.080026,-128.923238185656,"japan",264.4981,302.4145,0.143352258485032,-6784.98088047936
"300",300,"1973-07-01",6,-18,6.94,13183,8.25,7.49,4.6,873,835,256127.059035141,"usa",NA,NA,NA,17900,NA,NA,-375.94,109508,4657206.01981697,"mexico",NA,NA,NA,-135683.688574577
"301",301,"1973-08-01",5.7,204,7.43,13188,9.25,8.3,1.25936324758345,1411.77864748321,769.589290245101,252318.09964479,"usa",0.9,-119.58,NA,916.5,NA,NA,1028834.26999631,55486.8625142678,10096059.2361153,"korea",NA,NA,NA,4.2365100752203
"303",303,"1973-08-01",5.7,204,7.43,13188,9.25,8.3,1.25936324758345,1411.77864748321,769.589290245101,252318.09964479,"usa",7.7,295,NA,5785.8,NA,7.75,-506.22600622679,353552.153608236,776545.720884349,"canada",0.9995,0.984,-0.0155077538769385,0.514657385891984
"305",305,"1973-08-01",5.7,204,7.43,13188,9.25,8.3,1.25936324758345,1411.77864748321,769.589290245101,252318.09964479,"usa",11.81,10.56,NA,15158,6,8,-23342018.9925509,758074102.932552,-105.160208412449,"japan",264.5538,301.0305,0.137880083370566,-6566.33127658813
"309",309,"1973-08-01",5.7,204,7.43,13188,9.25,8.3,1.25936324758345,1411.77864748321,769.589290245101,252318.09964479,"usa",NA,NA,NA,17200,NA,NA,-407.014788428745,104164.197441404,4618606.41464795,"mexico",NA,NA,NA,-134026.953686152
"311",311,"1973-09-01",7.4,200,7.25,13193,10.5,9.23,-1.45021331786249,2085.70534473579,653.758450438364,248547.090954892,"usa",0.3,-74.87,NA,934.7,NA,NA,991750.152834529,64095.5864959225,10035422.220392,"korea",NA,NA,NA,4.74255566221087
"313",313,"1973-09-01",7.4,200,7.25,13193,10.5,9.23,-1.45021331786249,2085.70534473579,653.758450438364,248547.090954892,"usa",8.1,86,NA,5588.9,NA,8.25,-618.312763365838,342704.704699767,770311.535318122,"canada",1.0039,0.9824,-0.021416475744596,0.229953665076065
"315",315,"1973-09-01",7.4,200,7.25,13193,10.5,9.23,-1.45021331786249,2085.70534473579,653.758450438364,248547.090954892,"usa",11.72,-122.21,NA,15126,6,8.3,-22862340.4483277,749909570.871586,-84.2756472907891,"japan",265.22,301.1609,0.135513535932433,-6352.42141386107
"319",319,"1973-09-01",7.4,200,7.25,13193,10.5,9.23,-1.45021331786249,2085.70534473579,653.758450438364,248547.090954892,"usa",NA,NA,NA,18300,NA,NA,-441.90990592387,96317.6946724665,4580220.67955971,"mexico",NA,NA,NA,-132383.759129982
"321",321,"1973-10-01",7.4,944,6.9,13198,9,9.86,-2.2,2737,539,244813.842965449,"usa",1.1,-36.49,NA,1032.2,NA,NA,955565.658198295,75889,9975028.48248095,"korea",NA,NA,NA,4.6
"323",323,"1973-10-01",7.4,944,6.9,13198,9,9.86,-2.2,2737,539,244813.842965449,"usa",8.1,163,NA,5535.3,NA,9,-681,332081.200881114,764110.803949124,"canada",1.0083,0.983,-0.0250917385698701,0.34
"326",326,"1973-10-01",7.4,944,6.9,13198,9,9.86,-2.2,2737,539,244813.842965449,"usa",14.36,20.44,NA,14795,7,8.3,-22389276.4217721,741803865.23046,-66.0825548206764,"japan",265.4747,301.119,0.134266278481528,-6143.1994404463
"330",330,"1973-10-01",7.4,944,6.9,13198,9,9.86,-2.2,2737,539,244813.842965449,"usa",NA,NA,NA,16100,NA,NA,-487.22,85459,4542048.22040925,"mexico",NA,NA,NA,-130754.049350513
"331",331,"1973-11-01",7.8,733,6.71,14368,9,9.94,-0.283366221632601,3222.90878832237,479.729266531804,241118.16567646,"usa",2.4,-41.04,NA,1046.3,NA,NA,920269.763865385,83231.8326297907,9914877.53338224,"korea",NA,NA,NA,3.4722115902663
"333",333,"1973-11-01",7.8,733,6.71,14368,9,9.94,-0.283366221632601,3222.90878832237,479.729266531804,241118.16567646,"usa",8.5,249,NA,5773.5,NA,9,-647.914042019473,321679.308818944,757943.436777355,"canada",1.0011,0.9827,-0.0183797822395366,0.911509369271229
"335",335,"1973-11-01",7.8,733,6.71,14368,9,9.94,-0.283366221632601,3222.90878832237,479.729266531804,241118.16567646,"usa",14.29,-115.75,NA,14049,7,8.6,-21922781.0054768,733756773.342508,-50.3939310021108,"japan",266.3348,301.011,0.130197781138627,-5938.61350449198
"339",339,"1973-11-01",7.8,733,6.71,14368,9,9.94,-0.283366221632601,3222.90878832237,479.729266531804,241118.16567646,"usa",NA,NA,NA,15100,NA,NA,-543.955399028772,72468.479226019,4504088.44305356,"mexico",NA,NA,NA,-129137.768792188
"341",341,"1973-12-01",8.3,339,6.69,14373,9,9.75,2.51792211787081,3460.78295196643,542.052810361901,237459.869087924,"usa",5.6,-61.05,NA,1055,NA,NA,885851.447613575,82952.4201816031,9854968.88409584,"korea",NA,NA,NA,2.14857998528959
"343",343,"1973-12-01",8.3,339,6.69,14373,9,9.75,2.51792211787081,3460.78295196643,542.052810361901,237459.869087924,"usa",9.4,342,NA,5735.9,NA,9,-568.227604543833,311496.695179924,751809.343802814,"canada",0.9991,0.9874,-0.0117105394855369,1.62160201613594
"345",345,"1973-12-01",8.3,339,6.69,14373,9,9.75,2.51792211787081,3460.78295196643,542.052810361901,237459.869087924,"usa",15.09,-41.66,NA,13196,7,8.6,-21462808.2920342,725768082.541065,-37.0227758350923,"japan",278.2625,300.9885,0.0816710839584924,-5738.61175414625
"349",349,"1973-12-01",8.3,339,6.69,14373,9,9.75,2.51792211787081,3460.78295196643,542.052810361901,237459.869087924,"usa",NA,NA,NA,16900,NA,NA,-590.789154809873,63785.9281333448,4466340.75334966,"mexico",NA,NA,NA,-127534.861899453
"352",352,"1974-01-01",8.7,802,6.9,14378,9,9.75,3.8,3383,795,233838.763199843,"usa",8.5,-53.07,NA,1094.4,NA,NA,852299.687220644,72995,9795302.04562177,"korea",NA,NA,NA,1.7
"353",353,"1974-01-01",8.7,802,6.9,14378,9,9.75,3.8,3383,795,233838.763199843,"usa",9.4,215,NA,5768.2,NA,9.5,-515,301531.02663072,745708.435025501,"canada",0.9994,0.9968,-0.00260156093656187,2.05
"356",356,"1974-01-01",8.7,802,6.9,14378,9,9.75,3.8,3383,795,233838.763199843,"usa",18.23,12.98,NA,12246,7,8.6,-21009312.3740371,717837580.159461,-25.782089319621,"japan",280.1775,301.2405,0.0751773429343898,-5543.14233755728
"360",360,"1974-01-01",8.7,802,6.9,14378,9,9.75,3.8,3383,795,233838.763199843,"usa",NA,NA,NA,19000,NA,NA,-600.81,67241,4428804.55715453,"mexico",NA,NA,NA,-125945.27311675
"361",361,"1974-02-01",9.4,574,7,14565,9,9.73,1.98150904635437,2960.17879181992,1248.19734733139,230254.658012216,"usa",9.3,321,NA,5853.4,NA,9.5,-542.303010880504,291779.969837998,739640.620445417,"canada",0.9915,0.9993,0.00786686838124046,1.90745328517125
"364",364,"1974-02-01",9.4,574,7,14565,9,9.73,1.98150904635437,2960.17879181992,1248.19734733139,230254.658012216,"usa",12.8,-183.11,NA,1075.1,NA,NA,819603.46046437,53583.8069665693,9735876.52896002,"korea",NA,NA,NA,2.77093986001079
"365",365,"1974-02-01",9.4,574,7,14565,9,9.73,1.98150904635437,2960.17879181992,1248.19734733139,230254.658012216,"usa",22.02,-370.18,NA,11566,9,9.4,-20562247.344078,709965053.531032,-16.4848714556968,"japan",298.1336,301.7882,0.0122582627385844,-5352.15340287319
"366",366,"1974-02-01",9.4,574,7,14565,9,9.73,1.98150904635437,2960.17879181992,1248.19734733139,230254.658012216,"usa",23.92,NA,NA,18200,NA,NA,-561.205096937646,87467.7375063716,4391479.26032517,"mexico",NA,NA,NA,-124368.946888526
"371",371,"1974-03-01",10,83,7.01,14643,9,9.21,-1.22888256102816,2315.90358813923,1673.65993774366,226707.363525043,"usa",9.2,230,NA,6197.2,NA,9.5,-628.258299940312,282241.191468427,733605.810062562,"canada",0.9766,0.9956,0.019455252918288,1.42882345556537
"374",374,"1974-03-01",10,83,7.01,14643,9,9.21,-1.22888256102816,2315.90358813923,1673.65993774366,226707.363525043,"usa",18.4,-126.49,NA,1050.7,NA,NA,787751.74512253,34063.0661109986,9676691.84511059,"korea",NA,NA,NA,4.3001614336678
"375",375,"1974-03-01",10,83,7.01,14643,9,9.21,-1.22888256102816,2315.90358813923,1673.65993774366,226707.363525043,"usa",25,-389.21,NA,11900,9,9.4,-20121567.2947495,702150289.98911,-8.94412224331975,"japan",291.0872,278.4206,-0.0435147955664145,-5165.59309824215
"376",376,"1974-03-01",10,83,7.01,14643,9,9.21,-1.22888256102816,2315.90358813923,1673.65993774366,226707.363525043,"usa",25.68,NA,NA,18400,NA,NA,-515.555326688489,116317.740942303,4354364.2687186,"mexico",NA,NA,NA,-122805.827659224
"384",384,"1974-04-01",10.4,-299,7.41,14588,10,8.85,-3.3,1612,1784,223196.689738323,"usa",10.5,188,NA,6101.7,NA,9.5,-732,272912.358188672,727603.913876935,"canada",0.972,0.9967,0.0254115226337449,0.980000000000001
"385",385,"1974-04-01",10.4,-299,7.41,14588,10,8.85,-3.3,1612,1784,223196.689738323,"usa",22.6,-118.99,NA,1031.1,NA,NA,756733.518972902,26057,9617747.50507348,"korea",NA,NA,NA,4.8
"386",386,"1974-04-01",10.4,-299,7.41,14588,10,8.85,-3.3,1612,1784,223196.689738323,"usa",22.62,-296.58,NA,12426,9,9.4,-19687226.3186442,694393076.867028,-2.97284168248982,"japan",282.1648,261.9014,-0.0718140604356036,-4983.40957181229
"387",387,"1974-04-01",10.4,-299,7.41,14588,10,8.85,-3.3,1612,1784,223196.689738323,"usa",25.54,NA,NA,21500,NA,NA,-521.54,142447,4317458.9881918,"mexico",NA,NA,NA,-121255.859873288
"393",393,"1974-05-01",10.1,-10,7.66,14642,10,10.02,-2.49822551934041,986.190859212765,1409.92578858709,219722.446652058,"usa",10,345,NA,6235.8,NA,10.5,-820.133173717771,263791.136665399,721634.841888536,"canada",0.9676,1.0007,0.0342083505580818,0.827936749303031
"394",394,"1974-05-01",10.1,-10,7.66,14642,10,10.02,-2.49822551934041,986.190859212765,1409.92578858709,219722.446652058,"usa",23.74,-297.62,NA,12713,9,9.4,-19259178.5083547,686693201.498121,1.61597022679299,"japan",277.7741,265.4914,-0.0442183054503641,-4805.55097173178
"395",395,"1974-05-01",10.1,-10,7.66,14642,10,10.02,-2.49822551934041,986.190859212765,1409.92578858709,219722.446652058,"usa",24.2,-183.17,NA,1056.6,NA,NA,726537.759793264,36725.976540969,9559043.01984869,"korea",NA,NA,NA,3.29588082154239
"396",396,"1974-05-01",10.1,-10,7.66,14642,10,10.02,-2.49822551934041,986.190859212765,1409.92578858709,219722.446652058,"usa",25.26,NA,NA,21400,NA,NA,-616.210139146567,156918.978155902,4280762.82460178,"mexico",NA,NA,NA,-119718.987975164
"403",403,"1974-06-01",10.7,-695,7.52,14870,13,11.25,-0.280169651535954,479.787880661843,854.529660885667,216284.444266247,"usa",11.6,278,NA,6230.4,NA,11,-889.146603102328,254875.193565277,715698.504097366,"canada",0.9623,1.0008,0.0400083134157746,0.843844902343328
"404",404,"1974-06-01",10.7,-695,7.52,14870,13,11.25,-0.280169651535954,479.787880661843,854.529660885667,216284.444266247,"usa",22.08,-368.34,NA,13167,9,9.4,-18837377.9564735,679050451.215722,5.00931348452866,"japan",278.9664,264.6505,-0.0513176497241245,-4631.96544614874
"405",405,"1974-06-01",10.7,-695,7.52,14870,13,11.25,-0.280169651535954,479.787880661843,854.529660885667,216284.444266247,"usa",24.2,-197.97,NA,1055.4,NA,NA,697153.445361394,55374.9450040323,9500577.90043622,"korea",NA,NA,NA,0.865589094854033
"406",406,"1974-06-01",10.7,-695,7.52,14870,13,11.25,-0.280169651535954,479.787880661843,854.529660885667,216284.444266247,"usa",24.92,NA,NA,21500,NA,NA,-754.103612510244,160427.034023371,4244275.18380553,"mexico",NA,NA,NA,-118195.156409296
"414",414,"1974-07-01",10.9,-433,7.64,14946,13,11.54,1.1,110,539,212882.49258089,"usa",11.5,41,NA,6123.1,NA,11,-943,246162.19555497,709794.810503425,"canada",0.9664,0.9984,0.0331125827814569,0.8
"415",415,"1974-07-01",10.9,-433,7.64,14946,13,11.54,1.1,110,539,212882.49258089,"usa",22.28,-187.41,NA,13429,9,9.4,-18421778.7555934,671464613.353163,7.39418809071719,"japan",282.97,264.4981,-0.0652786514471499,-4462.60114321135
"416",416,"1974-07-01",10.9,-433,7.64,14946,13,11.54,1.1,110,539,212882.49258089,"usa",23.5,-211.93,NA,1044.8,NA,NA,668569.55345507,66845,9442351.65783607,"korea",NA,NA,NA,-0.9
"417",417,"1974-07-01",10.9,-433,7.64,14946,13,11.54,1.1,110,539,212882.49258089,"usa",25.13,NA,NA,21100,NA,NA,-869.13,156072,4207995.47166006,"mexico",NA,NA,NA,-116684.309620127
"423",423,"1974-08-01",11.5,-793,7.89,14912,9.25,11.97,0.0743559939702567,-116.608895337649,749.951350172118,209516.401595987,"usa",11,180,NA,6014.4,NA,11.5,-988.756886841006,237649.809301147,703923.671106711,"canada",0.9763,0.9995,0.0237631875448122,0.541910828727737
"424",424,"1974-08-01",11.5,-793,7.89,14912,9.25,11.97,0.0743559939702567,-116.608895337649,749.951350172118,209516.401595987,"usa",23.76,NA,NA,18200,NA,NA,-914.704716846454,146999.460981132,4171923.09402237,"mexico",NA,NA,NA,-115186.392052103
"425",425,"1974-08-01",11.5,-793,7.89,14912,9.25,11.97,0.0743559939702567,-116.608895337649,749.951350172118,209516.401595987,"usa",23.83,-124.71,NA,13204,9,9.4,-18012334.9983067,663935475.243778,8.9575940453586,"japan",290.98,264.5538,-0.0908179256306275,-4297.40621106773
"426",426,"1974-08-01",11.5,-793,7.89,14912,9.25,11.97,0.0743559939702567,-116.608895337649,749.951350172118,209516.401595987,"usa",25.5,-223.73,NA,1045.1,NA,NA,640775.061852069,60332.435017703,9384363.80304825,"korea",NA,NA,NA,-0.876685368402581
"433",433,"1974-09-01",10.9,-967,8.11,15460,9.25,12,-2.18006846245765,-236.0551107866,1235.70290019515,206185.981311538,"usa",10.8,171,NA,5852.9,NA,11.5,-1045.89602839112,229335.701470473,698084.995907227,"canada",0.9799,1.0039,0.0244922951321564,0.208019157283542
"434",434,"1974-09-01",10.9,-967,8.11,15460,9.25,12,-2.18006846245765,-236.0551107866,1235.70290019515,206185.981311538,"usa",23.09,NA,NA,17200,NA,NA,-922.26651956683,136534.011853104,4136057.45674946,"mexico",NA,NA,NA,-113701.348149668
"435",435,"1974-09-01",10.9,-967,8.11,15460,9.25,12,-2.18006846245765,-236.0551107866,1235.70290019515,206185.981311538,"usa",24.15,-40.24,NA,12903,9,9.4,-17609000.7772063,656462824.2209,9.88653134845286,"japan",302.2836,265.22,-0.122612010707825,-4136.32879786605
"436",436,"1974-09-01",10.9,-967,8.11,15460,9.25,12,-2.18006846245765,-236.0551107866,1235.70290019515,206185.981311538,"usa",28.2,-277.24,NA,1013.5,NA,NA,613758.948330168,42454.3390580573,9326613.84707274,"korea",NA,NA,NA,0.193037742471625
"442",442,"1974-10-01",11.9,-485,7.94,15893,9.25,12,-3.8,-295,1610,202891.041727543,"usa",11.2,9,NA,5808.4,NA,11.5,-1137,221217.538729615,692278.694904971,"canada",0.9864,1.0083,0.0222019464720194,0.00999999999999979
"445",445,"1974-10-01",11.9,-485,7.94,15893,9.25,12,-3.8,-295,1610,202891.041727543,"usa",21.6,NA,NA,18300,NA,NA,-942.76,128045,4100397.96569833,"mexico",NA,NA,NA,-112229.122357267
"446",446,"1974-10-01",11.9,-485,7.94,15893,9.25,12,-3.8,-295,1610,202891.041727543,"usa",22.27,8.21,NA,13169,9,9.4,-17211730.1848846,649046447.617864,10.368,"japan",299.084,265.4747,-0.112374115633066,-3979.31705175444
"447",447,"1974-10-01",11.9,-485,7.94,15893,9.25,12,-3.8,-295,1610,202891.041727543,"usa",29.2,-130.26,NA,1015.9,NA,NA,587510.190667147,24183,9269101.30090955,"korea",NA,NA,NA,1.1
"453",453,"1974-11-01",12.1,-211,7.79,15890,9.25,11.68,-3.4917910491332,-299.125648232539,1583.86140331704,199631.392844002,"usa",12,96,NA,5809.3,NA,11.5,-1278.06150114043,213292.987745241,686504.678099943,"canada",0.983,1.0011,0.0184130213631741,0.0866421580082438
"454",454,"1974-11-01",12.1,-211,7.79,15890,9.25,11.68,-3.4917910491332,-299.125648232539,1583.86140331704,199631.392844002,"usa",22.44,NA,NA,17500,NA,NA,-1009.77803050465,123985.881623273,4064944.02672597,"mexico",NA,NA,NA,-110769.659119343
"455",455,"1974-11-01",12.1,-211,7.79,15890,9.25,11.68,-3.4917910491332,-299.125648232539,1583.86140331704,199631.392844002,"usa",24.53,27.84,NA,13451,9,9.9,-16820477.3139342,641686132.768001,10.589,"japan",299.3645,266.3348,-0.110332721481672,-3826.31912088106
"456",456,"1974-11-01",12.1,-211,7.79,15890,9.25,11.68,-3.4917910491332,-299.125648232539,1583.86140331704,199631.392844002,"usa",27.8,-255.73,NA,1015.9,NA,NA,562017.766640783,14972.6537585895,9211825.67555868,"korea",NA,NA,NA,0.977527318734596
"463",463,"1974-12-01",12.2,-133,7.64,15839,9.25,10.83,-2.24029723937419,-90.1970671450737,1257.39947907447,196406.844660915,"usa",11.9,-42,NA,5796.6,NA,11,-1458.71372777764,205559.715184015,680762.855492144,"canada",0.9874,0.9991,0.0118493011950577,0.285189579633613
"464",464,"1974-12-01",12.2,-133,7.64,15839,9.25,10.83,-2.24029723937419,-90.1970671450737,1257.39947907447,196406.844660915,"usa",24.31,NA,NA,19900,NA,NA,-1087.50660551873,123146.548193844,4029695.04568939,"mexico",NA,NA,NA,-109322.902880342
"465",465,"1974-12-01",12.2,-133,7.64,15839,9.25,10.83,-2.24029723937419,-90.1970671450737,1257.39947907447,196406.844660915,"usa",24.59,-9.69,NA,13738,9,9.9,-16435196.2569478,634381667.004646,10.701,"japan",300.075,278.2625,-0.072690160793135,-3677.28315339405
"466",466,"1974-12-01",12.2,-133,7.64,15839,9.25,10.83,-2.24029723937419,-90.1970671450737,1257.39947907447,196406.844660915,"usa",28,-259.66,NA,1010.3,NA,NA,537270.654028853,18205.3283933682,9154786.48202014,"korea",NA,NA,NA,0.328926601926133
"474",474,"1975-01-01",12.3,-654,7.4,15884,9.25,10.5,-1.6,531,828,193217.207178282,"usa",12.7,17,NA,5825.3,NA,11,-1662,198015.387712607,675053.137081573,"canada",0.9882,0.9994,0.0113337381096944,0.38
"475",475,"1975-01-01",12.3,-654,7.4,15884,9.25,10.5,-1.6,531,828,193217.207178282,"usa",20.6,NA,NA,18900,NA,NA,-1122.78,123401,3994650.42844558,"mexico",NA,NA,NA,-107888.798084707
"476",476,"1975-01-01",12.3,-654,7.4,15884,9.25,10.5,-1.6,531,828,193217.207178282,"usa",21.09,179.44,NA,13518,9,9.9,-16055841.1065178,627132837.661131,10.891,"japan",300.4114,280.1775,-0.0673539685910721,-3532.15729744157
"477",477,"1975-01-01",12.3,-654,7.4,15884,9.25,10.5,-1.6,531,828,193217.207178282,"usa",26.4,-223.16,NA,1055.6,NA,NA,513257.830609135,35745,9097983.23129391,"korea",NA,NA,NA,0
"483",483,"1975-02-01",11.8,-356,7.53,15948,8,10.05,-2.59978439003003,1665.4077845641,470.158592115297,190062.290396103,"usa",11.7,-10,NA,5802.3,NA,10.5,-1866.92303452321,190657.671997681,669375.432868231,"canada",0.9948,0.9915,-0.00331724969843181,0.220779798498547
"484",484,"1975-02-01",11.8,-356,7.53,15948,8,10.05,-2.59978439003003,1665.4077845641,470.158592115297,190062.290396103,"usa",17.39,-364.59,NA,13509,9,9.9,-15682365.955237,619939432.070791,11.143,"japan",299.6845,298.1336,-0.00517510915646292,-3390.88970117176
"485",485,"1975-02-01",11.8,-356,7.53,15948,8,10.05,-2.59978439003003,1665.4077845641,470.158592115297,190062.290396103,"usa",17.92,NA,NA,18300,NA,NA,-1082.7298278016,123390.642155404,3959809.58085156,"mexico",NA,NA,NA,-106467.289176884
"486",486,"1975-02-01",11.8,-356,7.53,15948,8,10.05,-2.59978439003003,1665.4077845641,470.158592115297,190062.290396103,"usa",25.4,-308.88,NA,943.8,NA,NA,489968.274159406,66366.9869849762,9041415.43438001,"korea",NA,NA,NA,0.588798315686419
